img_id,path,img_type,scenario,incompatible_ids
b66,Bike/Anlagenring_20260610_201149423.jpg,bike,Anlagenring,
b67,Bike/Anlagenring_20260610_201245414.jpg,bike,Anlagenring,
b68,Bike/Anlagenring_20260610_201405131.jpg,bike,Anlagenring,
b69,Bike/Anlagenring_20260610_201501458.jpg,bike,Anlagenring,
b70,Bike/Anlagenring_20260610_201808871.jpg,bike,Anlagenring,
b71,Bike/Anlagenring_20260610_201901884.jpg,bike,Anlagenring,
b72,Bike/Anlagenring_20260610_201933087.jpg,bike,Anlagenring,
b73,Bike/Anlagenring_20260610_202033739.jpg,bike,Anlagenring,b74
b74,Bike/Anlagenring_20260610_202118609.jpg,bike,Anlagenring,b73
b75,Bike/Anlagenring_20260610_202248742.jpg,bike,Anlagenring,
b76,Bike/Anlagenring_20260610_202328948.jpg,bike,Anlagenring,
b77,Bike/Anlagenring_20260610_202457753.jpg,bike,Anlagenring,
b78,Bike/Anlagenring_20260610_202516461.jpg,bike,Anlagenring,
b79,Bike/Anlagenring_20260610_202711112.jpg,bike,Anlagenring,
b80,Bike/Anlagenring_20260610_202843418.jpg,bike,Anlagenring,
